treeType,plantingAreaAcre,plantingMonths,soilFertility,climateType,emissionReductionTCO2e
松树,120,42,肥沃土壤,寒温带与亚寒带气候,30.0
栎树,170,48,肥沃土壤,温带大陆性气候,50.0
樟树,230,54,肥沃土壤,亚热带季风气候,80.0
榆树,130,60,肥沃土壤,温带季风气候,45.0
槐树,200,66,肥沃土壤,温带大陆性气候,65.0
桦树,270,72,肥沃土壤,寒温带与亚寒带气候,90.0
杨树,500,24,肥沃土壤,温带季风气候,320.0
桉树,300,18,中等肥力土壤,热带季风气候,250.0
杉木,400,30,肥沃土壤,亚热带季风气候,380.0
松树,600,36,中等肥力土壤,温带大陆性气候,450.0
栎树,200,12,贫瘠土壤,寒温带与亚寒带气候,80.0
樟树,350,20,肥沃土壤,亚热带季风气候,280.0
榆树,450,26,中等肥力土壤,温带季风气候,330.0
槐树,550,32,肥沃土壤,温带大陆性气候,400.0
桦树,150,10,贫瘠土壤,寒温带与亚寒带气候,60.0
杨树,700,48,肥沃土壤,温带季风气候,600.0
桉树,250,16,中等肥力土壤,热带季风气候,220.0
杉木,380,28,肥沃土壤,亚热带季风气候,360.0
松树,580,34,中等肥力土壤,温带大陆性气候,430.0
栎树,180,14,贫瘠土壤,寒温带与亚寒带气候,90.0
樟树,320,22,肥沃土壤,亚热带季风气候,260.0
榆树,420,24,中等肥力土壤,温带季风气候,310.0
槐树,520,30,肥沃土壤,温带大陆性气候,380.0
桦树,120,8,贫瘠土壤,寒温带与亚寒带气候,50.0
杨树,650,42,肥沃土壤,温带季风气候,550.0
桉树,280,19,中等肥力土壤,热带季风气候,230.0
杉木,420,33,肥沃土壤,亚热带季风气候,390.0
松树,620,39,中等肥力土壤,温带大陆性气候,470.0
栎树,220,16,贫瘠土壤,寒温带与亚寒带气候,100.0
樟树,370,25,肥沃土壤,亚热带季风气候,290.0
榆树,480,29,中等肥力土壤,温带季风气候,340.0
槐树,580,35,肥沃土壤,温带大陆性气候,420.0
桦树,160,11,贫瘠土壤,寒温带与亚寒带气候,70.0
杨树,750,54,肥沃土壤,温带季风气候,650.0
桉树,320,21,中等肥力土壤,热带季风气候,260.0
杉木,450,36,肥沃土壤,亚热带季风气候,410.0
松树,680,42,中等肥力土壤,温带大陆性气候,500.0
栎树,250,18,贫瘠土壤,寒温带与亚寒带气候,110.0
樟树,400,28,肥沃土壤,亚热带季风气候,310.0
榆树,520,32,中等肥力土壤,温带季风气候,360.0
槐树,620,38,肥沃土壤,温带大陆性气候,440.0
桦树,180,13,贫瘠土壤,寒温带与亚寒带气候,80.0
杨树,800,60,肥沃土壤,温带季风气候,700.0
桉树,350,24,中等肥力土壤,热带季风气候,280.0
杉木,480,39,肥沃土壤,亚热带季风气候,430.0
松树,720,48,中等肥力土壤,温带大陆性气候,530.0
栎树,280,20,贫瘠土壤,寒温带与亚寒带气候,120.0
樟树,420,30,肥沃土壤,亚热带季风气候,330.0
杨树,100,24,肥沃土壤,温带季风气候,50.0
桉树,150,30,中等肥力土壤,热带季风气候,70.0
杉木,80,18,肥沃土壤,亚热带季风气候,35.0
松树,200,36,中等肥力土壤,温带大陆性气候,90.0
栎树,120,27,肥沃土壤,温带季风气候,60.0
樟树,90,21,中等肥力土壤,亚热带季风气候,40.0
榆树,130,33,肥沃土壤,温带大陆性气候,65.0
槐树,160,39,中等肥力土壤,温带季风气候,75.0
桦树,110,24,肥沃土壤,寒温带与亚寒带气候,55.0
杨树,70,15,中等肥力土壤,温带季风气候,30.0
桉树,140,24,贫瘠土壤,热带季风气候,45.0
杉木,95,18,中等肥力土壤,亚热带季风气候,38.0
松树,170,30,贫瘠土壤,温带大陆性气候,68.0
栎树,105,21,中等肥力土壤,温带季风气候,48.0
樟树,85,15,贫瘠土壤,亚热带季风气候,32.0
榆树,125,27,中等肥力土壤,温带大陆性气候,58.0
槐树,155,33,贫瘠土壤,温带季风气候,62.0
桦树,100,18,中等肥力土壤,寒温带与亚寒带气候,42.0
杨树,115,27,肥沃土壤,滨海与盐碱化气候,52.0
桉树,135,30,中等肥力土壤,干旱与半干旱气候,58.0
杉木,85,18,肥沃土壤,热带季风气候,36.0
松树,190,36,中等肥力土壤,温带大陆性气候,85.0
栎树,115,24,肥沃土壤,温带季风气候,56.0
樟树,95,21,中等肥力土壤,亚热带季风气候,42.0
榆树,135,30,肥沃土壤,温带大陆性气候,62.0
槐树,165,36,中等肥力土壤,温带季风气候,72.0
桦树,105,21,肥沃土壤,寒温带与亚寒带气候,52.0
杨树,75,15,中等肥力土壤,温带季风气候,32.0
桉树,145,24,贫瘠土壤,热带季风气候,47.0
杉木,100,18,中等肥力土壤,亚热带季风气候,40.0
松树,175,30,贫瘠土壤,温带大陆性气候,70.0
栎树,110,21,中等肥力土壤,温带季风气候,50.0
樟树,90,15,贫瘠土壤,亚热带季风气候,34.0
榆树,130,27,中等肥力土壤,温带大陆性气候,60.0
槐树,160,33,贫瘠土壤,温带季风气候,64.0
桦树,100,18,中等肥力土壤,寒温带与亚寒带气候,44.0
杨树,120,27,肥沃土壤,滨海与盐碱化气候,54.0
桉树,130,30,中等肥力土壤,干旱与半干旱气候,56.0
杨树,100,24,肥沃土壤,温带季风气候,30.0
桉树,120,30,中等肥力土壤,热带季风气候,45.0
杉木,80,18,肥沃土壤,亚热带季风气候,22.0
松树,150,36,中等肥力土壤,寒温带与亚寒带气候,38.0
栎树,90,27,肥沃土壤,温带大陆性气候,28.0
樟树,110,21,中等肥力土壤,亚热带季风气候,25.0
榆树,70,15,肥沃土壤,温带季风气候,18.0
槐树,130,33,中等肥力土壤,热带季风气候,42.0
桦树,105,24,肥沃土壤,寒温带与亚寒带气候,32.0
杨树,140,42,贫瘠土壤,干旱与半干旱气候,20.0
桉树,95,21,贫瘠土壤,滨海与盐碱化气候,15.0
杉木,108,27,贫瘠土壤,亚热带季风气候,17.0
松树,115,30,贫瘠土壤,寒温带与亚寒带气候,23.0
栎树,85,18,贫瘠土壤,温带大陆性气候,13.0
樟树,125,33,贫瘠土壤,亚热带季风气候,19.0
榆树,75,12,贫瘠土壤,温带季风气候,10.0
槐树,135,36,贫瘠土壤,热带季风气候,26.0
桦树,102,24,贫瘠土壤,寒温带与亚寒带气候,16.0
杨树,160,48,肥沃土壤,温带季风气候,50.0
桉树,145,39,中等肥力土壤,热带季风气候,55.0
杉木,118,30,肥沃土壤,亚热带季风气候,35.0
松树,170,42,中等肥力土壤,寒温带与亚寒带气候,45.0
栎树,120,33,肥沃土壤,温带大陆性气候,38.0
樟树,130,30,中等肥力土壤,亚热带季风气候,32.0
榆树,90,21,肥沃土壤,温带季风气候,22.0
槐树,150,45,中等肥力土壤,热带季风气候,52.0
桦树,125,36,肥沃土壤,寒温带与亚寒带气候,40.0
杨树,175,54,贫瘠土壤,干旱与半干旱气候,28.0
桉树,110,27,贫瘠土壤,滨海与盐碱化气候,18.0
杉木,128,33,贫瘠土壤,亚热带季风气候,20.0
松树,135,36,贫瘠土壤,寒温带与亚寒带气候,24.0
栎树,105,21,贫瘠土壤,温带大陆性气候,14.0
樟树,145,39,贫瘠土壤,亚热带季风气候,22.0
榆树,85,18,贫瘠土壤,温带季风气候,12.0
槐树,155,42,贫瘠土壤,热带季风气候,30.0
桦树,112,24,贫瘠土壤,寒温带与亚寒带气候,19.0
杨树,180,60,肥沃土壤,温带季风气候,60.0
桉树,155,45,中等肥力土壤,热带季风气候,65.0
杉木,138,36,肥沃土壤,亚热带季风气候,40.0
松树,190,54,中等肥力土壤,寒温带与亚寒带气候,50.0
栎树,130,39,肥沃土壤,温带大陆性气候,42.0
樟树,150,42,中等肥力土壤,亚热带季风气候,38.0
榆树,100,24,肥沃土壤,温带季风气候,25.0
槐树,170,51,中等肥力土壤,热带季风气候,60.0
桦树,145,42,肥沃土壤,寒温带与亚寒带气候,45.0
杨树,100,24,肥沃土壤,温带季风气候,350.0
杨树,150,36,中等肥力土壤,温带大陆性气候,480.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,120.0
桉树,200,48,肥沃土壤,热带季风气候,800.0
桉树,120,30,中等肥力土壤,亚热带季风气候,420.0
桉树,90,22,贫瘠土壤,滨海与盐碱化气候,150.0
杉木,180,32,肥沃土壤,亚热带季风气候,600.0
杉木,130,26,中等肥力土壤,温带季风气候,380.0
杉木,70,14,贫瘠土壤,寒温带与亚寒带气候,90.0
松树,220,42,肥沃土壤,温带大陆性气候,720.0
松树,160,34,中等肥力土壤,寒温带与亚寒带气候,450.0
松树,100,20,贫瘠土壤,干旱与半干旱气候,180.0
栎树,170,38,肥沃土壤,温带季风气候,550.0
栎树,140,30,中等肥力土壤,温带大陆性气候,390.0
栎树,80,22,贫瘠土壤,干旱与半干旱气候,130.0
樟树,210,46,肥沃土壤,亚热带季风气候,750.0
樟树,150,36,中等肥力土壤,热带季风气候,490.0
樟树,110,28,贫瘠土壤,滨海与盐碱化气候,160.0
榆树,190,34,肥沃土壤,温带季风气候,580.0
榆树,130,26,中等肥力土壤,温带大陆性气候,370.0
榆树,90,18,贫瘠土壤,干旱与半干旱气候,110.0
槐树,230,44,肥沃土壤,温带季风气候,780.0
槐树,170,32,中等肥力土壤,亚热带季风气候,460.0
槐树,120,24,贫瘠土壤,滨海与盐碱化气候,140.0
桦树,200,38,肥沃土壤,寒温带与亚寒带气候,620.0
桦树,150,30,中等肥力土壤,温带大陆性气候,410.0
桦树,100,22,贫瘠土壤,干旱与半干旱气候,170.0
杨树,110,28,肥沃土壤,亚热带季风气候,400.0
桉树,130,32,中等肥力土壤,温带大陆性气候,430.0
杉木,160,36,肥沃土壤,热带季风气候,650.0
松树,190,40,中等肥力土壤,温带季风气候,520.0
栎树,140,28,贫瘠土壤,亚热带季风气候,190.0
樟树,180,34,肥沃土壤,温带大陆性气候,590.0
榆树,120,22,中等肥力土壤,热带季风气候,330.0
槐树,210,42,肥沃土壤,亚热带季风气候,730.0
桦树,150,30,贫瘠土壤,温带大陆性气候,200.0
杨树,170,34,中等肥力土壤,寒温带与亚寒带气候,460.0
桉树,140,26,肥沃土壤,滨海与盐碱化气候,390.0
杉木,190,38,中等肥力土壤,干旱与半干旱气候,230.0
松树,220,44,肥沃土壤,亚热带季风气候,820.0
栎树,160,32,中等肥力土壤,温带季风气候,480.0
樟树,130,24,贫瘠土壤,热带季风气候,160.0
杨树,100,24,肥沃土壤,温带季风气候,50.0
桉树,150,36,中等肥力土壤,热带季风气候,80.0
杉木,80,18,肥沃土壤,亚热带季风气候,35.0
松树,200,48,中等肥力土壤,寒温带与亚寒带气候,90.0
栎树,120,30,肥沃土壤,温带大陆性气候,60.0
樟树,90,27,中等肥力土壤,亚热带季风气候,45.0
榆树,130,21,肥沃土壤,温带季风气候,55.0
槐树,160,33,中等肥力土壤,温带大陆性气候,70.0
桦树,110,15,肥沃土壤,寒温带与亚寒带气候,40.0
杨树,140,39,贫瘠土壤,干旱与半干旱气候,20.0
桉树,170,42,贫瘠土壤,滨海与盐碱化气候,25.0
杉木,70,12,贫瘠土壤,干旱与半干旱气候,15.0
松树,190,45,贫瘠土壤,寒温带与亚寒带气候,30.0
栎树,105,25,贫瘠土壤,温带大陆性气候,22.0
樟树,85,22,贫瘠土壤,亚热带季风气候,18.0
榆树,125,19,贫瘠土壤,温带季风气候,23.0
槐树,155,31,贫瘠土壤,温带大陆性气候,28.0
桦树,100,13,贫瘠土壤,寒温带与亚寒带气候,16.0
杨树,180,48,中等肥力土壤,温带季风气候,75.0
桉树,200,60,中等肥力土壤,热带季风气候,110.0
杉木,110,36,中等肥力土壤,亚热带季风气候,50.0
松树,220,72,中等肥力土壤,寒温带与亚寒带气候,120.0
栎树,150,42,中等肥力土壤,温带大陆性气候,80.0
樟树,130,39,中等肥力土壤,亚热带季风气候,65.0
榆树,160,33,中等肥力土壤,温带季风气候,70.0
槐树,190,45,中等肥力土壤,温带大陆性气候,95.0
桦树,140,30,中等肥力土壤,寒温带与亚寒带气候,60.0
杨树,220,60,肥沃土壤,温带季风气候,100.0
桉树,250,72,肥沃土壤,热带季风气候,140.0
杉木,150,48,肥沃土壤,亚热带季风气候,70.0
松树,280,96,肥沃土壤,寒温带与亚寒带气候,160.0
栎树,200,60,肥沃土壤,温带大陆性气候,105.0
樟树,180,54,肥沃土壤,亚热带季风气候,90.0
榆树,220,45,肥沃土壤,温带季风气候,95.0
槐树,250,66,肥沃土壤,温带大陆性气候,120.0
桦树,200,42,肥沃土壤,寒温带与亚寒带气候,80.0
杨树,250,72,贫瘠土壤,干旱与半干旱气候,30.0
桉树,280,84,贫瘠土壤,滨海与盐碱化气候,35.0
杉木,160,36,贫瘠土壤,干旱与半干旱气候,20.0
松树,300,108,贫瘠土壤,寒温带与亚寒带气候,40.0
栎树,220,66,贫瘠土壤,温带大陆性气候,32.0
樟树,200,60,贫瘠土壤,亚热带季风气候,25.0
榆树,240,51,贫瘠土壤,温带季风气候,30.0
槐树,270,72,贫瘠土壤,温带大陆性气候,35.0
桦树,210,45,贫瘠土壤,寒温带与亚寒带气候,22.0
杨树,50,24,肥沃土壤,温带季风气候,120.0
桉树,80,36,中等肥力土壤,热带季风气候,280.0
杉木,60,18,肥沃土壤,亚热带季风气候,90.0
松树,100,48,中等肥力土壤,温带大陆性气候,350.0
栎树,40,30,贫瘠土壤,寒温带与亚寒带气候,60.0
樟树,70,27,肥沃土壤,亚热带季风气候,180.0
榆树,90,33,中等肥力土壤,温带大陆性气候,220.0
槐树,55,21,肥沃土壤,温带季风气候,100.0
桦树,65,42,中等肥力土壤,寒温带与亚寒带气候,200.0
杨树,30,15,中等肥力土壤,温带大陆性气候,45.0
桉树,75,39,肥沃土壤,热带季风气候,320.0
杉木,45,12,中等肥力土壤,亚热带季风气候,30.0
松树,110,54,肥沃土壤,寒温带与亚寒带气候,400.0
栎树,35,24,贫瘠土壤,温带大陆性气候,50.0
樟树,85,30,中等肥力土壤,亚热带季风气候,210.0
榆树,40,18,肥沃土壤,温带季风气候,70.0
槐树,60,27,中等肥力土壤,温带大陆性气候,130.0
桦树,70,36,肥沃土壤,寒温带与亚寒带气候,230.0
杨树,25,9,中等肥力土壤,温带大陆性气候,20.0
桉树,90,45,肥沃土壤,热带季风气候,380.0
杉木,50,12,贫瘠土壤,亚热带季风气候,35.0
松树,120,60,中等肥力土壤,寒温带与亚寒带气候,450.0
栎树,40,27,肥沃土壤,温带大陆性气候,80.0
樟树,75,33,中等肥力土壤,亚热带季风气候,190.0
榆树,50,21,肥沃土壤,温带季风气候,90.0
槐树,65,24,中等肥力土壤,温带大陆性气候,110.0
桦树,80,39,肥沃土壤,寒温带与亚寒带气候,240.0
杨树,40,18,中等肥力土壤,温带大陆性气候,60.0
桉树,85,42,肥沃土壤,热带季风气候,300.0
杉木,55,15,中等肥力土壤,亚热带季风气候,45.0
松树,105,51,肥沃土壤,寒温带与亚寒带气候,380.0
栎树,35,27,贫瘠土壤,温带大陆性气候,55.0
樟树,90,36,中等肥力土壤,亚热带季风气候,220.0
榆树,45,21,肥沃土壤,温带季风气候,80.0
槐树,70,24,中等肥力土壤,温带大陆性气候,120.0
桦树,85,42,肥沃土壤,寒温带与亚寒带气候,250.0
杨树,35,12,中等肥力土壤,温带大陆性气候,35.0
桉树,95,48,肥沃土壤,热带季风气候,360.0
杉木,60,18,中等肥力土壤,亚热带季风气候,60.0
松树,115,57,肥沃土壤,寒温带与亚寒带气候,420.0
栎树,45,30,贫瘠土壤,温带大陆性气候,70.0
杨树,100,24,肥沃土壤,温带季风气候,250.0
桉树,120,36,中等肥力土壤,热带季风气候,400.0
杉木,80,18,肥沃土壤,亚热带季风气候,180.0
松树,150,48,中等肥力土壤,寒温带与亚寒带气候,320.0
栎树,90,30,肥沃土壤,温带大陆性气候,220.0
樟树,110,27,中等肥力土壤,亚热带季风气候,280.0
榆树,70,15,肥沃土壤,温带季风气候,150.0
槐树,130,33,中等肥力土壤,温带大陆性气候,260.0
桦树,140,42,中等肥力土壤,寒温带与亚寒带气候,300.0
杨树,160,45,贫瘠土壤,干旱与半干旱气候,120.0
桉树,170,54,贫瘠土壤,滨海与盐碱化气候,180.0
杉木,180,60,贫瘠土壤,干旱与半干旱气候,160.0
松树,190,51,贫瘠土壤,寒温带与亚寒带气候,200.0
栎树,200,48,贫瘠土壤,温带大陆性气候,140.0
樟树,210,57,贫瘠土壤,亚热带季风气候,220.0
榆树,220,63,贫瘠土壤,温带季风气候,170.0
槐树,230,66,贫瘠土壤,温带大陆性气候,190.0
桦树,240,72,贫瘠土壤,寒温带与亚寒带气候,210.0
杨树,250,12,肥沃土壤,亚热带季风气候,100.0
桉树,260,18,肥沃土壤,热带季风气候,160.0
杉木,270,24,肥沃土壤,亚热带季风气候,200.0
松树,280,30,肥沃土壤,寒温带与亚寒带气候,240.0
栎树,290,36,肥沃土壤,温带大陆性气候,280.0
樟树,300,42,肥沃土壤,亚热带季风气候,320.0
榆树,310,48,肥沃土壤,温带季风气候,360.0
槐树,320,54,肥沃土壤,温带大陆性气候,400.0
桦树,330,60,肥沃土壤,寒温带与亚寒带气候,440.0
杨树,340,6,中等肥力土壤,温带季风气候,50.0
桉树,350,12,中等肥力土壤,热带季风气候,80.0
杉木,360,18,中等肥力土壤,亚热带季风气候,120.0
松树,370,24,中等肥力土壤,寒温带与亚寒带气候,160.0
栎树,380,30,中等肥力土壤,温带大陆性气候,200.0
樟树,390,36,中等肥力土壤,亚热带季风气候,240.0
榆树,400,42,中等肥力土壤,温带季风气候,280.0
槐树,410,48,中等肥力土壤,温带大陆性气候,320.0
桦树,420,54,中等肥力土壤,寒温带与亚寒带气候,360.0
杨树,430,3,贫瘠土壤,干旱与半干旱气候,20.0
桉树,440,9,贫瘠土壤,滨海与盐碱化气候,40.0
杉木,450,15,贫瘠土壤,干旱与半干旱气候,60.0
松树,460,21,贫瘠土壤,寒温带与亚寒带气候,80.0
栎树,470,27,贫瘠土壤,温带大陆性气候,100.0
樟树,480,33,贫瘠土壤,亚热带季风气候,120.0
榆树,490,39,贫瘠土壤,温带季风气候,140.0
槐树,500,45,贫瘠土壤,温带大陆性气候,160.0
桦树,510,51,贫瘠土壤,寒温带与亚寒带气候,180.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
杨树,150,36,中等肥力土壤,温带大陆性气候,200.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,40.0
桉树,120,30,肥沃土壤,热带季风气候,180.0
桉树,90,27,中等肥力土壤,亚热带季风气候,125.0
桉树,60,15,贫瘠土壤,滨海与盐碱化气候,30.0
杉木,130,33,肥沃土壤,亚热带季风气候,160.0
杉木,110,21,中等肥力土壤,温带季风气候,90.0
杉木,70,12,贫瘠土壤,寒温带与亚寒带气候,20.0
松树,140,39,肥沃土壤,温带大陆性气候,220.0
松树,100,24,中等肥力土壤,寒温带与亚寒带气候,70.0
松树,50,9,贫瘠土壤,干旱与半干旱气候,15.0
栎树,160,42,肥沃土壤,温带季风气候,250.0
栎树,120,30,中等肥力土壤,亚热带季风气候,150.0
栎树,80,18,贫瘠土壤,滨海与盐碱化气候,45.0
樟树,110,27,肥沃土壤,亚热带季风气候,130.0
樟树,90,21,中等肥力土壤,热带季风气候,100.0
樟树,70,15,贫瘠土壤,干旱与半干旱气候,25.0
榆树,120,30,肥沃土壤,温带季风气候,140.0
榆树,100,24,中等肥力土壤,温带大陆性气候,95.0
